char_name,sol,ky,may,axl,chipp,potemkin,faust,millia,zato,ramlethal,leo,nagoriyuki,giovanna,anji,i-no,goldlewis,jack-o
sol,0.5,0.4692400482509047,0.5376712328767124,0.4816753926701571,0.5222222222222223,0.51,0.47719298245614034,0.5851851851851851,0.5485232067510548,0.5224215246636771,0.4477211796246649,0.46259541984732827,0.48104265402843605,0.4797843665768194,0.5140845070422535,0.4861111111111111,0.5769230769230769
ky,0.5307599517490953,0.5,0.5391304347826087,0.5190311418685121,0.5195822454308094,0.5279878971255674,0.5570469798657718,0.5564681724845996,0.5154061624649859,0.5203252032520326,0.5391849529780565,0.48866498740554154,0.5019230769230769,0.44548872180451127,0.5248756218905473,0.4449152542372881,0.5339805825242718
may,0.4623287671232877,0.4608695652173913,0.5,0.65625,0.4930555555555556,0.4767025089605735,0.5967741935483871,0.43915343915343913,0.5934065934065934,0.5291666666666667,0.41317365269461076,0.5178571428571429,0.5291005291005291,0.40789473684210525,0.44036697247706424,0.44666666666666666,0.6052631578947368
axl,0.518324607329843,0.4809688581314879,0.34375,0.5,0.3602941176470588,0.5681818181818182,0.6460176991150443,0.35398230088495575,0.6274509803921569,0.45544554455445546,0.5581395348837209,0.49615384615384617,0.43558282208588955,0.3630573248407643,0.45185185185185184,0.5714285714285714,0.45714285714285713
chipp,0.4777777777777778,0.4804177545691906,0.5069444444444444,0.6397058823529411,0.5,0.5050505050505051,0.5909090909090909,0.4230769230769231,0.4755244755244755,0.45394736842105265,0.3795180722891566,0.4968152866242038,0.5555555555555556,0.3805970149253731,0.3493150684931507,0.46099290780141844,0.40625
potemkin,0.49,0.4720121028744327,0.5232974910394266,0.4318181818181818,0.494949494949495,0.5,0.5232974910394266,0.5278810408921933,0.5422885572139303,0.4437299035369775,0.5493421052631579,0.46403712296983757,0.54,0.5488215488215489,0.5047619047619047,0.4263565891472868,0.6040268456375839
faust,0.5228070175438596,0.4429530201342282,0.4032258064516129,0.35398230088495575,0.4090909090909091,0.4767025089605735,0.5,0.39920948616600793,0.6435643564356436,0.4,0.5070422535211268,0.4908256880733945,0.48672566371681414,0.38028169014084506,0.4807692307692308,0.36024844720496896,0.40963855421686746
millia,0.4148148148148148,0.44353182751540043,0.5608465608465608,0.6460176991150443,0.5769230769230769,0.4721189591078067,0.6007905138339921,0.5,0.5819672131147541,0.5020746887966805,0.34196891191709844,0.521978021978022,0.5369649805447471,0.4479638009049774,0.5511363636363636,0.39086294416243655,0.6666666666666666
zato,0.45147679324894513,0.484593837535014,0.4065934065934066,0.37254901960784315,0.5244755244755245,0.4577114427860697,0.3564356435643564,0.4180327868852459,0.5,0.4426229508196721,0.5952380952380952,0.4798657718120805,0.5123456790123457,0.4566929133858268,0.41358024691358025,0.5,0.41379310344827586
ramlethal,0.47757847533632286,0.4796747967479675,0.4708333333333333,0.5445544554455446,0.5460526315789473,0.5562700964630225,0.6,0.4979253112033195,0.5573770491803278,0.5,0.4630541871921182,0.46228710462287104,0.4909090909090909,0.4331983805668016,0.44776119402985076,0.5133079847908745,0.6230769230769231
leo,0.5522788203753352,0.4608150470219436,0.5868263473053892,0.4418604651162791,0.6204819277108434,0.4506578947368421,0.49295774647887325,0.6580310880829016,0.40476190476190477,0.5369458128078818,0.5,0.39009287925696595,0.6588235294117647,0.4972067039106145,0.4438202247191011,0.3972602739726027,0.5432098765432098
nagoriyuki,0.5374045801526718,0.5113350125944585,0.48214285714285715,0.5038461538461538,0.5031847133757962,0.5359628770301624,0.5091743119266054,0.47802197802197804,0.5201342281879194,0.537712895377129,0.6099071207430341,0.5,0.5202863961813843,0.5135869565217391,0.5015673981191222,0.5765124555160143,0.5567567567567567
giovanna,0.518957345971564,0.4980769230769231,0.4708994708994709,0.5644171779141104,0.4444444444444444,0.46,0.5132743362831859,0.46303501945525294,0.4876543209876543,0.509090909090909,0.3411764705882353,0.4797136038186158,0.5,0.4708029197080292,0.42066420664206644,0.4409448818897638,0.6233766233766234
anji,0.5202156334231806,0.5545112781954887,0.5921052631578947,0.6369426751592356,0.6194029850746269,0.4511784511784512,0.6197183098591549,0.5520361990950227,0.5433070866141733,0.5668016194331984,0.5027932960893855,0.48641304347826086,0.5291970802919708,0.5,0.48484848484848486,0.5234899328859061,0.5970149253731343
i-no,0.4859154929577465,0.47512437810945274,0.5596330275229358,0.5481481481481482,0.6506849315068494,0.49523809523809526,0.5192307692307693,0.44886363636363635,0.5864197530864198,0.5522388059701493,0.5561797752808989,0.49843260188087773,0.5793357933579336,0.5151515151515151,0.5,0.5058139534883721,0.5876288659793815
goldlewis,0.5138888888888888,0.5550847457627118,0.5533333333333333,0.42857142857142855,0.5390070921985816,0.5736434108527132,0.639751552795031,0.6091370558375635,0.5,0.4866920152091255,0.6027397260273972,0.4234875444839858,0.5590551181102362,0.47651006711409394,0.4941860465116279,0.5,0.5714285714285714
jack-o,0.4230769230769231,0.46601941747572817,0.39473684210526316,0.5428571428571428,0.59375,0.3959731543624161,0.5903614457831325,0.3333333333333333,0.5862068965517241,0.3769230769230769,0.4567901234567901,0.44324324324324327,0.37662337662337664,0.40298507462686567,0.41237113402061853,0.42857142857142855,0.5
